Team_USA_Sport,First_Name,Last_Name,Gender,School_Name,Collegiate_Sport,Sport_Level,Current Student-Athlete
Sailing,Markus,Edegran,M,United States Naval Academy,Sailing,Non NCAA-Varsity,
Sailing,Markus,Edegran,M,St. Mary's College of Maryland,Sailing,Non NCAA-Varsity,
Sailing,David,Liebenberg,M,Tufts University,Sailing,Non NCAA-Varsity,
Shooting-Pistol,Katelyn,Abeln,F,Ohio State University--Columbus,Shooting-Pistol,Non NCAA-Varsity,
Shooting-Pistol,Henry,Leverett,M,Ohio State University--Columbus,Shooting-Pistol,Non NCAA-Varsity,
Shooting-Pistol,Ada,Korkhin,F,Ohio State University--Columbus,Shooting,Non NCAA-Varsity,Current
Shooting-Rifle,Ivan,Roe,M,Murray State University - Murray,Shooting-Rifle,NCAA-Varsity,
Shooting-Rifle,Mary,Tucker Carolynn,F,West Virginia University,Shooting-Rifle,NCAA-Varsity,
Shooting-Rifle,Mary,Tucker Carolynn,F,University of Kentucky,Shooting-Rifle,NCAA-Varsity,
Shooting-Rifle,Sagen,Maddalena,F,University of Alaska--Fairbanks,Shooting-Rifle,NCAA-Varsity,
Shooting-Rifle,Rylan,Kissell,M,University of Alaska--Fairbanks,Shooting-Rifle,NCAA-Varsity,Current
Soccer,Alyssa,Naeher,F,Pennsylvania State University--University Park,Soccer,NCAA-Varsity,
Soccer,Casey,Krueger,F,Florida State University,Soccer,NCAA-Varsity,
Soccer,Casey,Murphy,F,"Rutgers, the State University of New Jersey--New Brunswick",Soccer,NCAA-Varsity,
Soccer,Catarina,Macario,F,Stanford University,Soccer,NCAA-Varsity,
Soccer,Crystal,Dunn,F,University of North Carolina--Chapel Hill,Soccer,NCAA-Varsity,
Soccer,Emily,Fox,F,University of North Carolina--Chapel Hill,Soccer,NCAA-Varsity,
Soccer,Emily,Sonnett,F,University of Virginia,Soccer,NCAA-Varsity,
Soccer,Jenna,Nighswonger,F,Florida State University,Soccer,NCAA-Varsity,
Soccer,Korbin,Albert,F,University of Notre Dame,Soccer,NCAA-Varsity,
Soccer,Naomi,Girma,F,Stanford University,Soccer,NCAA-Varsity,
Soccer,Rose,Lavelle,F,University of Wisconsin--Madison,Soccer,NCAA-Varsity,
Soccer,Sam,Coffey,F,Pennsylvania State University--University Park,Soccer,NCAA-Varsity,
Soccer,Sam,Coffey,F,Boston College,Soccer,NCAA-Varsity,
Soccer,Sophia,Smith,F,Stanford University,Soccer,NCAA-Varsity,
Soccer,Tierna,Davidson,F,Stanford University,Soccer,NCAA-Varsity,
Soccer,Patrick,Schulte,M,St. Louis University,Soccer,NCAA-Varsity,
Soccer,Miles,Robinson,M,Syracuse University,Soccer,NCAA-Varsity,
Soccer,Walker,Zimmerman,M,Furman University,Soccer,NCAA-Varsity,
Soccer,Duncan,McGuire,M,Creighton University,Soccer,NCAA-Varsity,
Swimming,Ivan,Puskovitch,F,University of Southern California,Swimming,NCAA-Varsity,
Swimming,Ivan,Puskovitch,F,West Virginia University,Swimming,NCAA-Varsity,
Swimming,Mariah,Denigan,M,Indiana University--Bloomington,Swimming,NCAA-Varsity,Current
Swimming,Aaron,Shackell,M,University of California--Berkeley,Swimming,NCAA-Varsity,
Swimming,Aaron,Shackell,M,University of Texas--Austin,Swimming,NCAA-Varsity,Current
Swimming,Carson,Foster,M,University of Texas--Austin,Swimming,NCAA-Varsity,
Swimming,Gretchen,Walsh,F,University of Virginia,Swimming,NCAA-Varsity,Current
Swimming,Katie,Ledecky,F,Stanford University,Swimming,NCAA-Varsity,
Swimming,Nic,Fink,M,University of Georgia,Swimming,NCAA-Varsity,
Swimming,Chris,Guiliano,M,University of Notre Dame,Swimming,NCAA-Varsity,Current
Swimming,Erin,Gemmell,F,University of Texas--Austin,Swimming,NCAA-Varsity,Current
Swimming,Kieran,Smith,M,University of Florida,Swimming,NCAA-Varsity,
Swimming,Lilly,King,F,Indiana University--Bloomington,Swimming,NCAA-Varsity,
Swimming,Luke,Hobson,M,University of Texas--Austin,Swimming,NCAA-Varsity,Current
Swimming,Paige,Madden,F,University of Virginia,Swimming,NCAA-Varsity,
Swimming,Ryan,Murphy,M,University of California--Berkeley,Swimming,NCAA-Varsity,
Swimming,Drew,Kibler,M,University of Texas--Austin,Swimming,NCAA-Varsity,
Swimming,Bobby,Finke,M,University of Florida,Swimming,NCAA-Varsity,
Swimming,Caeleb,Dressel,M,University of Florida,Swimming,NCAA-Varsity,
Swimming,Hunter,Armstrong,M,West Virginia University,Swimming,NCAA-Varsity,
Swimming,Hunter,Armstrong,M,Ohio State University--Columbus,Swimming,NCAA-Varsity,
Swimming,Jack,Alexy,M,University of California--Berkeley,Swimming,NCAA-Varsity,Current
Swimming,Kate,Douglass,F,University of Virginia,Swimming,NCAA-Varsity,
Swimming,Matt,Fallon,M,University of Pennsylvania,Swimming,NCAA-Varsity,Current
Swimming,Regan,Smith,F,Stanford University,Swimming,NCAA-Varsity,
Swimming,Simone,Manuel,F,Stanford University,Swimming,NCAA-Varsity,
Swimming,Torri,Huske,F,Stanford University,Swimming,NCAA-Varsity,Current
Swimming,Emma,Weber,F,University of Virginia,Swimming,NCAA-Varsity,Current
Swimming,Emma,Weyant,F,University of Florida,Swimming,NCAA-Varsity,Current
Swimming,Emma,Weyant,F,University of Virginia,Swimming,NCAA-Varsity,
Swimming,Katharine,Berkoff,F,North Carolina State University--Raleigh,Swimming,NCAA-Varsity,
Swimming,Phoebe,Bacon,F,University of Wisconsin--Madison,Swimming,NCAA-Varsity,Current
Swimming,Shaine,Casas,M,Texas A&M University--College Station,Swimming,NCAA-Varsity,
Swimming,Abbey,Weitzeil,F,University of California--Berkeley,Swimming,NCAA-Varsity,
Swimming,Alex,Walsh,F,University of Virginia,Swimming,NCAA-Varsity,
Swimming,Anna,Peplowski,F,Indiana University--Bloomington,Swimming,NCAA-Varsity,Current
Swimming,Blake,Pieroni,M,Indiana University--Bloomington,Swimming,NCAA-Varsity,
Swimming,Brooks,Curry,M,Louisiana State University,Swimming,NCAA-Varsity,
Swimming,Charlie,Swanson,M,University of Michigan--Ann Arbor,Swimming,NCAA-Varsity,
Swimming,David,Johnston,M,University of Texas--Austin,Swimming,NCAA-Varsity,Current
Swimming,Erika,Connolly,F,University of Tennessee,Swimming,NCAA-Varsity,
Swimming,Josh,Matheny,M,Indiana University--Bloomington,Swimming,NCAA-Varsity,Current
Swimming,Keaton,Jones,M,University of California--Berkeley,Swimming,NCAA-Varsity,Current
Swimming,Luca,Urlando,M,University of Georgia,Swimming,NCAA-Varsity,
Swimming,Luke,Whitlock,M,University of Florida,Swimming,NCAA-Varsity,Current
Swimming,Matt,King,M,University of Virginia,Swimming,NCAA-Varsity,Current
Swimming,Matt,King,M,University of Alabama,Swimming,NCAA-Varsity,
Swimming,Ryan,Held,M,North Carolina State University--Raleigh,Swimming,NCAA-Varsity,
Swimming,Chase,Kalisz,M,University of Georgia,Swimming,NCAA-Varsity,
Table Tennis,Amy,Wang,F,University of California--Los Angeles,Table Tennis,Club/Rec,Current
Table Tennis,Rachel,Sung,F,University of California--Los Angeles,Table Tennis,Club/Rec,Current
Taekwondo,Jonathan,Healy,M,Liberty University,Taekwondo,Club/Rec,
Tennis,Austin,Krajicek,M,Texas A&M University--College Station,Tennis,NCAA-Varsity,
Tennis,Chris,Eubanks,M,Georgia Institute of Technology,Tennis,NCAA-Varsity,
Tennis,Danielle,Collins,F,University of Florida,Tennis,NCAA-Varsity,
Tennis,Danielle,Collins,F,University of Virginia,Tennis,NCAA-Varsity,
Tennis,Desirae,Krawczyk,F,Arizona State University,Tennis,NCAA-Varsity,
Tennis,Emma,Navarro,F,University of Virginia,Tennis,NCAA-Varsity,
Tennis,Marcos,Giron,M,University of California--Los Angeles,Tennis,NCAA-Varsity,
Tennis,Rajeev,Ram,M,University of Illinois--Urbana-Champaign,Tennis,NCAA-Varsity,
Track Cycling,Grant,Koontz,M,Texas A&M University--College Station,Cycling,Club/Rec,
Track Cycling,Kristen,Faulkner,F,Harvard University,Rowing,NCAA-Varsity,
Track Cycling,Lily,Williams,F,Vanderbilt University,Track and field,NCAA-Varsity,
Track Cycling,Olivia,Cummins,F,Colorado Mesa University,Cycling,Club/Rec,Current
Triathlon,Morgan,Pearson,M,Duke University,Track and field,NCAA-Varsity,
Triathlon,Morgan,Pearson,M,University of Colorado--Boulder,Track and field,NCAA-Varsity,
Triathlon,Taylor,Knibb,F,Cornell University,Track and field,NCAA-Varsity,
Triathlon,Taylor,Knibb,F,Cornell University,Swimming,NCAA-Varsity,
Triathlon,Kirsten,Kasper,F,Georgetown University,Track and field,NCAA-Varsity,
Triathlon,Seth,Rider,M,Queens University of Charlotte,Triathlon,Non NCAA-Varsity,
Triathlon,Taylor,Spivey,F,California Polytechnic State University--San Luis Obispo,Swimming,NCAA-Varsity,
Volleyball,Aaron,Russell,M,Pennsylvania State University--University Park,Volleyball,NCAA-Varsity,
Volleyball,David,Smith,M,University of California--Irvine,Volleyball,NCAA-Varsity,
Volleyball,Erik,Shoji,M,Stanford University,Volleyball,NCAA-Varsity,
Volleyball,Garrett,Muagututia,M,University of California--Los Angeles,Volleyball,NCAA-Varsity,
Volleyball,Jeffrey,Jendryk II,M,Loyola University Chicago,Volleyball,NCAA-Varsity,
Volleyball,Matt,Anderson,M,Pennsylvania State University--University Park,Volleyball,NCAA-Varsity,
Volleyball,Maxwell,Holt,M,Pennsylvania State University--University Park,Volleyball,NCAA-Varsity,
Volleyball,Micah,Christenson,M,University of Southern California,Volleyball,NCAA-Varsity,
Volleyball,Micah,Ma'a,M,University of California--Los Angeles,Volleyball,NCAA-Varsity,
Volleyball,Taylor,Averill,M,University of Hawaii--Manoa,Volleyball,NCAA-Varsity,
Volleyball,Thomas,Jaeschke,M,Loyola University Chicago,Volleyball,NCAA-Varsity,
Volleyball,Torey,DeFalco,M,California State University--Long Beach,Volleyball,NCAA-Varsity,
Volleyball,Andrea,Drews,F,Purdue University--West Lafayette,Volleyball,NCAA-Varsity,
Volleyball,Avery,Skinner,F,University of Kentucky,Volleyball,NCAA-Varsity,
Volleyball,Avery,Skinner,F,Baylor University,Volleyball,NCAA-Varsity,
Volleyball,Chiaka,Ogbogu,F,University of Texas--Austin,Volleyball,NCAA-Varsity,
Volleyball,Dana,Rettke,F,University of Wisconsin--Madison,Volleyball,NCAA-Varsity,
Volleyball,Haleigh,Washington,F,Pennsylvania State University--University Park,Volleyball,NCAA-Varsity,
Volleyball,Jordan,Larson,F,University of Nebraska--Lincoln,Volleyball,NCAA-Varsity,
Volleyball,Jordan,Thompson,F,University of Cincinnati,Volleyball,NCAA-Varsity,
Volleyball,Jordyn,Poulter,F,University of Illinois--Urbana-Champaign,Volleyball,NCAA-Varsity,
Volleyball,Justine,Wong-Orantes,F,University of Nebraska--Lincoln,Volleyball,NCAA-Varsity,
Volleyball,Kathryn,Plummer,F,Stanford University,Volleyball,NCAA-Varsity,
Volleyball,Kelsey,Robinson,F,University of Tennessee,Volleyball,NCAA-Varsity,
Volleyball,Kelsey,Robinson,F,University of Nebraska--Lincoln,Volleyball,NCAA-Varsity,
Volleyball,Lauren,Carlini,F,University of Wisconsin--Madison,Volleyball,NCAA-Varsity,
Water Polo,Amanda,Longan,F,University of Southern California,Water Polo,NCAA-Varsity,
Water Polo,Ashleigh,Johnson,F,Princeton University,Water Polo,NCAA-Varsity,
Water Polo,Emily,Ausmus,F,University of Southern California,Water Polo,NCAA-Varsity,Current
Water Polo,Jenna,Flynn,F,Stanford University,Water Polo,NCAA-Varsity,Current
Water Polo,Jewel,Roemer,F,Stanford University,Water Polo,NCAA-Varsity,Current
Water Polo,Jordan,Raney,F,Stanford University,Water Polo,NCAA-Varsity,
Water Polo,Jovana,Sekulic,F,Princeton University,Water Polo,NCAA-Varsity,Current
Water Polo,Kaleigh,Gilchrist,F,University of Southern California,Water Polo,NCAA-Varsity,
Water Polo,Maddie,Musselman,F,University of California--Los Angeles,Water Polo,NCAA-Varsity,
Water Polo,Maggie,Steffens,F,Stanford University,Water Polo,NCAA-Varsity,
Water Polo,Rachel,Fattal,F,University of California--Los Angeles,Water Polo,NCAA-Varsity,
Water Polo,Ryann,Neushul,F,Stanford University,Water Polo,NCAA-Varsity,Current
Water Polo,Tara,Prentice,F,University of California--Irvine,Water Polo,NCAA-Varsity,
Water Polo,Tara,Prentice,F,University of California--Los Angeles,Water Polo,NCAA-Varsity,
Water Polo,Adrian,Weinberg,M,University of California--Berkeley,Water Polo,NCAA-Varsity,
Water Polo,Johnny,Hooper,M,University of California--Berkeley,Water Polo,NCAA-Varsity,
Water Polo,Marko,Vavic,M,University of Southern California,Water Polo,NCAA-Varsity,
Water Polo,Alex,Obert,M,University of the Pacific,Water Polo,NCAA-Varsity,
Water Polo,Hannes,Daube,M,University of Southern California,Water Polo,NCAA-Varsity,
Water Polo,Luca,Cupido,M,University of California--Berkeley,Water Polo,NCAA-Varsity,
Water Polo,Ben,Hallock,M,Stanford University,Water Polo,NCAA-Varsity,
Water Polo,Dylan,Woodhead,M,Stanford University,Water Polo,NCAA-Varsity,
Water Polo,Alex,Bowen,M,Stanford University,Water Polo,NCAA-Varsity,
Water Polo,Chase,Dodd,M,University of California--Los Angeles,Water Polo,NCAA-Varsity,
Water Polo,Ryder,Dodd,M,University of California--Los Angeles,Water Polo,NCAA-Varsity,Current
Water Polo,Max,Irving,M,University of California--Los Angeles,Water Polo,NCAA-Varsity,
Water Polo,Drew,Holland,M,Stanford University,Water Polo,NCAA-Varsity,
Weightlifting,Mary,Theisen-Lappen,F,Winona State University,Track and field,NCAA-Varsity,
Weightlifting,Mary,Theisen-Lappen,F,Indiana State University,Track and field,NCAA-Varsity,
Weightlifting,Wesley,Kitts,M,Austin Peay State University,Football,NCAA-Varsity,
Wrestling,Aaron,Marquel Brooks,M,Pennsylvania State University--University Park,Wrestling,NCAA-Varsity,
Wrestling,Adam,Coon,M,University of Michigan--Ann Arbor,Wrestling,NCAA-Varsity,
Wrestling,Dominique,Parrish,F,Simon Fraser University,Wrestling,NCAA-Varsity,
Wrestling,Helen,Maroulis,F,Simon Fraser University,Wrestling,NCAA-Varsity,
Wrestling,Helen,Maroulis,F,Missouri Baptist University,Wrestling,Non NCAA-Varsity,
Wrestling,Josef,Rau,M,Elmhurst University,Wrestling,NCAA-Varsity,
Wrestling,Kayla,Miracle,F,Campbellsville University,Wrestling,Non NCAA-Varsity,
Wrestling,Kyle,Dake,M,Cornell University,Wrestling,NCAA-Varsity,
Wrestling,Kyle,Snyder,M,Ohio State University--Columbus,Wrestling,NCAA-Varsity,
Wrestling,Mason Mark,Parris,M,University of Michigan--Ann Arbor,Wrestling,NCAA-Varsity,
Wrestling,Payton,Jacobson,M,Northern Michigan University,Wrestling,Non NCAA-Varsity,Current
Wrestling,Sarah,Hildebrandt,F,King University,Wrestling,NCAA-Varsity,
Wrestling,Spencer,Lee,M,University of Iowa,Wrestling,NCAA-Varsity,
Wrestling,Zain,Retherford,M,Pennsylvania State University--University Park,Wrestling,NCAA-Varsity,
